Date,NSA Value,SA Value
31-01-1975,24.73989332,24.68781517
28-02-1975,25.2668252,25.20048195
31-03-1975,25.76566666,25.63300248
30-04-1975,26.21272439,26.00998683
31-05-1975,26.62808106,26.35059173
30-06-1975,27.03452785,26.69791161
31-07-1975,27.38278396,27.02916745
31-08-1975,27.60504101,27.25994765
30-09-1975,27.69941625,27.42952225
31-10-1975,27.71262524,27.50282173
30-11-1975,27.68738584,27.55604819
31-12-1975,27.68182334,27.61517915
31-01-1976,27.71360401,27.65526612
29-02-1976,27.7852149,27.71225911
31-03-1976,27.96216736,27.8181937
30-04-1976,28.23059958,28.01225513
31-05-1976,28.56525044,28.26757401
30-06-1976,28.98094816,28.62009638
31-07-1976,29.43067143,29.05060887
31-08-1976,29.86114905,29.48785187
30-09-1976,30.26471276,29.96982331
31-10-1976,30.68795558,30.45562677
30-11-1976,31.19491049,31.04693456
31-12-1976,31.74565414,31.66922627
31-01-1977,32.20567271,32.13787889
28-02-1977,32.51233475,32.42696697
31-03-1977,32.76137026,32.59268609
30-04-1977,33.13052954,32.8742875
31-05-1977,33.7417528,33.3901324
30-06-1977,34.52817117,34.09824898
31-07-1977,35.30755557,34.85159996
31-08-1977,35.97682248,35.52707263
30-09-1977,36.49285136,36.13727703
31-10-1977,36.84406965,36.5651348
30-11-1977,37.12137195,36.94528329
31-12-1977,37.45442956,37.36425779
31-01-1978,37.90848762,37.82868926
28-02-1978,38.45621089,38.35523627
31-03-1978,39.07245612,38.87127696
30-04-1978,39.788934,39.48119373
31-05-1978,40.55464381,40.13202676
30-06-1978,41.29583283,40.78164414
31-07-1978,41.9754774,41.43341344
31-08-1978,42.56618198,42.03405789
30-09-1978,43.06213118,42.64254794
31-10-1978,43.53342499,43.20384721
30-11-1978,44.02249966,43.81367493
31-12-1978,44.47968497,44.37259977
31-01-1979,44.83707497,44.74269174
28-02-1979,45.05330715,44.93501039
31-03-1979,45.19349534,44.96079969
30-04-1979,45.39997983,45.04884196
31-05-1979,45.79732426,45.32007363
30-06-1979,46.3125745,45.73592071
31-07-1979,46.81405327,46.20950467
31-08-1979,47.30153916,46.71021799
30-09-1979,47.73367022,47.26856901
31-10-1979,47.98646962,47.62317918
30-11-1979,48.03712596,47.80925745
31-12-1979,48.01147946,47.8958916
31-01-1980,48.00090794,47.89986466
29-02-1980,48.0450688,47.9189166
31-03-1980,48.19216444,47.94402905
30-04-1980,48.42288782,48.04836976
31-05-1980,48.7297463,48.22193706
30-06-1980,49.13220609,48.52044397
31-07-1980,49.52985706,48.89023716
31-08-1980,49.76347965,49.14138142
30-09-1980,49.75181987,49.26705451
31-10-1980,49.4973083,49.12257989
30-11-1980,49.08065676,48.84783819
31-12-1980,48.66343178,48.54627429
31-01-1981,48.3804509,48.2786088
28-02-1981,48.20969644,48.08311202
31-03-1981,48.08126899,47.8337046
30-04-1981,47.92776356,47.55707495
31-05-1981,47.66268418,47.16599481
30-06-1981,47.22591162,46.6378856
31-07-1981,46.6442785,46.04192234
31-08-1981,46.0572908,45.481524
30-09-1981,45.59209438,45.14786005
31-10-1981,45.33254454,44.98934621
30-11-1981,45.36027682,45.14510622
31-12-1981,45.67918603,45.56921306
31-01-1982,46.17396405,46.07676655
28-02-1982,46.72254951,46.59986987
31-03-1982,47.28645466,47.04298263
30-04-1982,47.87997025,47.50965134
31-05-1982,48.48991287,47.98460299
30-06-1982,49.07040557,48.45941306
31-07-1982,49.61446661,48.97375402
31-08-1982,50.19152646,49.56407713
30-09-1982,50.84618194,50.3507534
31-10-1982,51.52443461,51.13435931
30-11-1982,52.15236254,51.90497301
31-12-1982,52.6573677,52.53059478
31-01-1983,52.96897615,52.85747506
28-02-1983,53.10556474,52.96612529
31-03-1983,53.16053453,52.88681771
30-04-1983,53.20163765,52.79015922
31-05-1983,53.27357348,52.71841345
30-06-1983,53.37231057,52.70775355
31-07-1983,53.44692495,52.75672067
31-08-1983,53.49672552,52.82795753
30-09-1983,53.58421314,53.06210613
31-10-1983,53.70457295,53.29799257
30-11-1983,53.81028217,53.55502815
31-12-1983,53.83428616,53.70467982
31-01-1984,53.69347461,53.58044838
29-02-1984,53.44894714,53.30860594
31-03-1984,53.21434152,52.94034766
30-04-1984,52.99486643,52.58498714
31-05-1984,52.76442761,52.21457321
30-06-1984,52.49305998,51.83945083
31-07-1984,52.18983615,51.51586567
31-08-1984,52.10966867,51.45824063
30-09-1984,52.5583888,52.04627699
31-10-1984,53.46479537,53.06003034
30-11-1984,54.44959923,54.19131257
31-12-1984,54.97408577,54.84173529
31-01-1985,54.638796,54.52377974
28-02-1985,53.7867414,53.64551324
31-03-1985,52.98677721,52.71395488
30-04-1985,52.40644342,52.00111532
31-05-1985,51.99659691,51.45474417
30-06-1985,51.71463697,51.07072018
31-07-1985,51.64094278,50.97406068
31-08-1985,51.73483436,51.0880921
30-09-1985,51.82676205,51.32177909
31-10-1985,51.88209314,51.48931021
30-11-1985,51.8177235,51.57192127
31-12-1985,51.42761319,51.30380093
31-01-1986,50.77766014,50.67077173
28-02-1986,50.05983915,49.9283967
31-03-1986,49.5426265,49.28753775
30-04-1986,49.84051032,49.45502789
31-05-1986,50.7885039,50.25924053
30-06-1986,51.48526897,50.84420819
31-07-1986,51.54981169,50.88410638
31-08-1986,51.05965796,50.42135605
30-09-1986,50.38733569,49.89637809
31-10-1986,50.26180277,49.88128649
30-11-1986,50.61468717,50.37459174
31-12-1986,50.80677445,50.68445682
31-01-1987,50.81277766,50.70581529
28-02-1987,50.79406293,50.66069273
31-03-1987,50.75974428,50.49838873
30-04-1987,50.68493016,50.29291672
31-05-1987,50.63020633,50.1025925
30-06-1987,50.52236318,49.8932919
31-07-1987,50.35819796,49.707881
31-08-1987,50.30533129,49.67645937
30-09-1987,50.36279907,49.87208041
31-10-1987,50.36932987,49.98799963
30-11-1987,50.26299491,50.02456781
31-12-1987,50.14415894,50.0234366
31-01-1988,50.11994858,50.01444469
29-02-1988,50.23126674,50.09937427
31-03-1988,50.5221696,50.26203734
30-04-1988,50.98207885,50.58776722
31-05-1988,51.5182574,50.98138936
30-06-1988,52.09178251,51.44316967
31-07-1988,52.72537406,52.0444878
31-08-1988,53.27720398,52.61118045
30-09-1988,53.53907758,53.0174104
31-10-1988,53.59158418,53.18585922
30-11-1988,53.77656825,53.52147415
31-12-1988,54.16400911,54.03360881
31-01-1989,54.57983417,54.46494213
28-02-1989,55.01471132,54.87025889
31-03-1989,55.46517889,55.17959566
30-04-1989,55.86523154,55.43315203
31-05-1989,56.38178303,55.79423249
30-06-1989,57.13987511,56.42840693
31-07-1989,57.79989155,57.05347377
31-08-1989,58.12000413,57.39344014
30-09-1989,58.3143378,57.74614207
31-10-1989,58.67228745,58.22809805
30-11-1989,59.26081728,58.97970816
31-12-1989,59.93194201,59.78765546
31-01-1990,60.61177764,60.47659063
28-02-1990,61.37048988,61.20727437
31-03-1990,62.26019968,62.00661345
30-04-1990,63.23329426,62.83022441
31-05-1990,64.16962726,63.58820582
30-06-1990,65.06738709,64.32150891
31-07-1990,65.88968339,65.03395229
31-08-1990,66.52969348,65.6274109
30-09-1990,66.93566526,66.23602228
31-10-1990,67.09757346,66.52160958
30-11-1990,66.99922933,66.59007547
31-12-1990,66.80693381,66.57707663
31-01-1991,66.80638115,66.64949973
28-02-1991,67.00381407,66.8234039
31-03-1991,67.33414973,67.04373741
30-04-1991,67.81619746,67.36408863
31-05-1991,68.36994058,67.72887801
30-06-1991,68.84731183,68.03263899
31-07-1991,69.28092244,68.38490035
31-08-1991,69.59567695,68.68339331
30-09-1991,69.71833379,69.01801559
31-10-1991,69.8741636,69.30087653
30-11-1991,70.23589827,69.84062699
31-12-1991,70.72148846,70.49925586
31-01-1992,71.14571703,70.97881001
29-02-1992,71.52898079,71.33098616
31-03-1992,71.89182906,71.53523277
30-04-1992,72.14574748,71.60790528
31-05-1992,72.44396921,71.7111125
30-06-1992,72.73860646,71.8331709
31-07-1992,72.78304601,71.85130975
31-08-1992,72.77070588,71.87149333
30-09-1992,73.0161972,72.32221459
31-10-1992,73.42253544,72.85382684
30-11-1992,73.7622359,73.4019598
31-12-1992,73.92925287,73.73766583
31-01-1993,73.93975533,73.77880704
28-02-1993,74.08122851,73.88573765
31-03-1993,74.54451268,74.11752003
30-04-1993,75.11981265,74.47886198
31-05-1993,75.66372402,74.82048221
30-06-1993,76.26195912,75.27056866
31-07-1993,76.70635409,75.71406092
31-08-1993,76.85369187,75.94200796
30-09-1993,76.93822162,76.22174909
31-10-1993,77.02986769,76.4933676
30-11-1993,77.05834653,76.75361314
31-12-1993,77.13077922,76.99097931
31-01-1994,77.41807246,77.3078736
28-02-1994,78.0463591,77.86142553
31-03-1994,78.92285486,78.39660676
30-04-1994,79.73494876,78.96633811
31-05-1994,80.31480462,79.31866071
30-06-1994,80.70076748,79.61037875
31-07-1994,80.92411585,79.87932058
31-08-1994,81.12431952,80.18211739
30-09-1994,81.37915351,80.61389414
31-10-1994,81.53483074,81.0168656
30-11-1994,81.66150607,81.40496312
31-12-1994,81.9315562,81.84564034
31-01-1995,82.30129497,82.23126773
28-02-1995,82.72437476,82.55159559
31-03-1995,83.04563417,82.4501549
30-04-1995,83.28093422,82.4206444
31-05-1995,83.56357194,82.45727271
30-06-1995,83.67614689,82.53112786
31-07-1995,83.7840939,82.68855927
31-08-1995,83.97835642,82.97852746
30-09-1995,83.85549847,83.04049313
31-10-1995,83.57478993,83.08078616
30-11-1995,83.43498828,83.20755451
31-12-1995,83.35105903,83.3140482
31-01-1996,83.34195017,83.33760933
29-02-1996,83.72370851,83.57915531
31-03-1996,84.58587229,83.95907244
30-04-1996,85.3693084,84.44817552
31-05-1996,85.74084176,84.5497189
30-06-1996,85.83152639,84.63924163
31-07-1996,85.72058538,84.59534581
31-08-1996,85.55843258,84.529066
30-09-1996,85.4211023,84.57752116
31-10-1996,85.1192133,84.61589629
30-11-1996,84.83006348,84.61539749
31-12-1996,84.91789422,84.91491162
31-01-1997,85.17825788,85.19421315
28-02-1997,85.51784874,85.37456234
31-03-1997,85.98179572,85.36248944
30-04-1997,86.45091371,85.50758239
31-05-1997,86.76550322,85.5593102
30-06-1997,86.95346518,85.74696836
31-07-1997,87.25420619,86.08718354
31-08-1997,87.46544341,86.38054976
30-09-1997,87.47288811,86.6048875
31-10-1997,87.41897427,86.88508768
30-11-1997,87.33719377,87.1144541
31-12-1997,87.160266,87.1757758
31-01-1998,87.10802633,87.15029855
28-02-1998,87.63451166,87.50297859
31-03-1998,88.59500104,87.98427589
30-04-1998,89.51057247,88.54888287
31-05-1998,90.07950707,88.82166568
30-06-1998,90.41323701,89.12338161
31-07-1998,90.74510619,89.50182279
31-08-1998,91.13161941,89.9812289
30-09-1998,91.44719379,90.53833186
31-10-1998,91.54742738,90.98533973
30-11-1998,91.59336944,91.38337292
31-12-1998,91.80176389,91.83082812
31-01-1999,92.23413174,92.27013103
28-02-1999,92.91253173,92.75800303
31-03-1999,93.68099045,93.08551137
30-04-1999,94.32218977,93.35351882
31-05-1999,94.87106604,93.58029396
30-06-1999,95.27625803,93.87899357
31-07-1999,95.51749021,94.14876192
31-08-1999,95.71398826,94.44659
30-09-1999,95.65496964,94.69152523
31-10-1999,95.40944501,94.82790322
30-11-1999,95.4311532,95.22391659
31-12-1999,95.89484182,95.91597834
31-01-2000,96.32833381,96.36905439
29-02-2000,96.75198032,96.62194621
31-03-2000,97.4272301,96.8967036
30-04-2000,98.10711545,97.17717193
31-05-2000,98.88833994,97.57202212
30-06-2000,99.45360026,97.94489466
31-07-2000,99.70088374,98.19748598
31-08-2000,99.84254142,98.45055797
30-09-2000,99.78276786,98.72214137
31-10-2000,99.72236988,99.08756591
30-11-2000,99.74448054,99.50329367
31-12-2000,100,100
31-01-2001,100.6704911,100.7308773
28-02-2001,101.6403507,101.5665916
31-03-2001,102.8298113,102.4196011
30-04-2001,103.9637518,103.0951627
31-05-2001,105.0196033,103.6953659
30-06-2001,106.0191792,104.4033945
31-07-2001,106.8677887,105.1769009
31-08-2001,107.4518689,105.8230676
30-09-2001,107.6924454,106.4234542
31-10-2001,107.7767545,106.9897241
30-11-2001,108.1080533,107.7578458
31-12-2001,108.7106164,108.6512705
31-01-2002,109.3671896,109.492857
28-02-2002,110.2980374,110.380216
31-03-2002,111.5365755,111.3062216
30-04-2002,113.0580531,112.2896968
31-05-2002,114.6658484,113.3038591
30-06-2002,115.9918012,114.2203205
31-07-2002,117.0481211,115.1061479
31-08-2002,118.0139338,116.0519239
30-09-2002,118.807436,117.2119305
31-10-2002,119.6066724,118.5559108
30-11-2002,120.5061667,120.000224
31-12-2002,121.416764,121.326262
31-01-2003,122.5337735,122.7867702
28-02-2003,123.8988959,124.2117497
31-03-2003,125.6551514,125.644252
30-04-2003,127.9956991,127.3101824
31-05-2003,130.6566588,129.1990918
30-06-2003,133.226932,131.1788129
31-07-2003,135.6027775,133.2131458
31-08-2003,138.047321,135.510605
30-09-2003,140.2454363,138.1181576
31-10-2003,141.9006506,140.4643173
30-11-2003,143.3375279,142.6762194
31-12-2003,144.7026658,144.6593631
31-01-2004,146.3824017,146.8896107
29-02-2004,148.7132566,149.3672137
31-03-2004,151.8599355,152.0569632
30-04-2004,155.3306553,154.6053379
31-05-2004,158.9566005,157.1959818
30-06-2004,162.6327349,160.0134123
31-07-2004,165.931942,162.7443577
31-08-2004,168.8096859,165.4582993
30-09-2004,171.0723502,168.2949817
31-10-2004,172.7378676,170.915623
30-11-2004,174.2962889,173.5703872
31-12-2004,176.2008725,176.4463385
31-01-2005,178.4669671,179.3966563
28-02-2005,181.1252003,182.1515001
31-03-2005,184.6548851,184.9551721
30-04-2005,189.0943183,188.1101102
31-05-2005,193.4385029,191.1378478
30-06-2005,197.5380805,194.0945188
31-07-2005,201.3458824,197.1401737
31-08-2005,204.3539382,200.1270491
30-09-2005,206.3699672,202.9837538
31-10-2005,207.487819,205.4201445
30-11-2005,207.9445937,207.3124716
31-12-2005,207.9872588,208.7247458
31-01-2006,208.15144,209.6266521
28-02-2006,208.7561277,210.0811263
31-03-2006,209.9211309,210.1292009
30-04-2006,211.3774939,210.0084673
31-05-2006,212.6029448,209.7693995
30-06-2006,213.616065,209.5422482
31-07-2006,213.9945372,209.2357565
31-08-2006,212.9885244,208.5281963
30-09-2006,210.8874471,207.5133777
31-10-2006,208.3766479,206.5457
30-11-2006,205.8429219,205.4488859
31-12-2006,203.8476253,205.0093313
31-01-2007,202.8298654,204.5351434
28-02-2007,202.9985081,204.3430775
31-03-2007,203.8935497,203.8713465
30-04-2007,204.5251936,202.9589966
31-05-2007,204.4552257,201.5005236
30-06-2007,203.7217674,199.6296406
31-07-2007,201.8624383,197.2777705
31-08-2007,198.81729,194.680812
30-09-2007,195.4831052,192.3788844
31-10-2007,192.259507,190.6332429
30-11-2007,189.0108423,188.7278551
31-12-2007,185.9809831,187.2384062
31-01-2008,183.6948461,185.3967299
29-02-2008,182.392743,183.7135058
31-03-2008,181.8917328,181.8149131
30-04-2008,181.5092469,180.0148753
31-05-2008,180.8937511,178.1519837
30-06-2008,179.7130529,176.0536679
31-07-2008,177.6364956,173.647723
31-08-2008,174.8639228,171.2406318
30-09-2008,171.2949326,168.4943976
31-10-2008,166.8859192,165.3549998
30-11-2008,162.3679961,162.0318416
31-12-2008,158.7488655,159.8434884
31-01-2009,156.4377222,157.9680284
28-02-2009,154.7754621,156.0716597
31-03-2009,153.0927609,153.1378607
30-04-2009,151.413173,150.2166538
31-05-2009,150.2620765,147.9621958
30-06-2009,149.8850814,146.8895471
31-07-2009,149.5570061,146.2070862
31-08-2009,148.727516,145.6308973
30-09-2009,147.5372419,144.9842926
31-10-2009,145.8943718,144.3058514
30-11-2009,143.7140044,143.2598753
31-12-2009,141.4877489,142.3776597
31-01-2010,139.9210794,141.4433796
28-02-2010,139.3381968,140.7470414
31-03-2010,139.7650589,140.0840137
30-04-2010,140.6346899,139.5998379
31-05-2010,140.7282551,138.4741096
30-06-2010,139.6418862,136.8175838
31-07-2010,137.9161936,134.790161
31-08-2010,136.151398,133.2666728
30-09-2010,134.5592356,132.1097601
31-10-2010,132.9967694,131.3924408
30-11-2010,131.1824422,130.6794429
31-12-2010,129.2328543,130.0047777
31-01-2011,127.6759345,129.2115564
28-02-2011,126.9720296,128.451158
31-03-2011,127.1569356,127.6574983
30-04-2011,127.7551069,126.891287
31-05-2011,128.4804029,126.3645602
30-06-2011,129.3748487,126.6871406
31-07-2011,130.1424065,127.0433638
31-08-2011,130.0048518,127.1427914
30-09-2011,128.9743722,126.5447334
31-10-2011,127.7022825,126.1274989
30-11-2011,126.2216056,125.7827502
31-12-2011,124.4028488,125.1953631
31-01-2012,122.8162663,124.4397953
29-02-2012,122.2323176,123.7485733
31-03-2012,123.005091,123.591195
30-04-2012,124.7739396,123.8930747
31-05-2012,126.4100674,124.2517979
30-06-2012,127.3448082,124.5491565
31-07-2012,127.8439451,124.6964643
31-08-2012,128.3013797,125.4209016
30-09-2012,128.6250307,126.2211812
31-10-2012,128.4832463,127.0127754
30-11-2012,128.0664269,127.7292118
31-12-2012,127.8862203,128.81328
31-01-2013,128.3844129,130.0961359
28-02-2013,129.900938,131.477478
31-03-2013,132.5334996,133.1217527
30-04-2013,135.601256,134.577759
31-05-2013,138.2017539,135.8274489
30-06-2013,140.3609119,137.1569721
31-07-2013,142.1641633,138.5442539
31-08-2013,143.0371258,139.8158554
30-09-2013,143.2504459,140.7073891
31-10-2013,143.0728693,141.6266515
30-11-2013,142.6597479,142.3806414
31-12-2013,142.4977898,143.6418252
31-01-2014,143.0210035,144.853526
28-02-2014,144.728815,146.3753871
31-03-2014,147.0498675,147.6311014
30-04-2014,148.9815651,147.7590746
31-05-2014,150.6198506,147.9479498
30-06-2014,152.2923628,148.6653157
31-07-2014,153.421798,149.4989396
31-08-2014,153.5136169,150.166773
30-09-2014,153.273853,150.7572838
31-10-2014,153.61693,152.28069
30-11-2014,154.0415387,153.7970801
31-12-2014,153.8981223,155.1826531
31-01-2015,153.7024444,155.5282708
28-02-2015,154.330006,155.9929531
31-03-2015,156.1229103,156.64792
30-04-2015,158.7158246,157.3524454
31-05-2015,161.4953396,158.4873011
30-06-2015,163.6195342,159.5951053
31-07-2015,164.7069414,160.5155461
31-08-2015,164.8289849,161.3413187
30-09-2015,164.5284028,162.0223548
31-10-2015,164.3519817,163.0908607
30-11-2015,164.2993449,164.1821978
31-12-2015,164.1327533,165.5548783
31-01-2016,164.011048,165.8891919
29-02-2016,164.7489562,166.3904078
31-03-2016,167.0504037,167.501218
30-04-2016,170.5737024,168.9655752
31-05-2016,174.0649203,170.6421569
30-06-2016,176.5600164,172.0944435
31-07-2016,177.9335884,173.4863301
31-08-2016,178.6879709,175.0360022
30-09-2016,179.1368372,176.5454793
31-10-2016,179.1800214,177.9540131
30-11-2016,179.1997622,179.3284628
31-12-2016,179.47156,181.0838412
31-01-2017,180.4779134,182.5230138
28-02-2017,182.7270619,184.3486508
31-03-2017,185.8528543,186.1947163
30-04-2017,189.3773802,187.4129005
31-05-2017,192.5388377,188.6275851
30-06-2017,194.6455226,189.6541285
31-07-2017,195.7326884,190.9093242
31-08-2017,196.4221828,192.503232
30-09-2017,196.9264008,194.1816548
31-10-2017,197.0535681,195.8075589
30-11-2017,196.8758197,197.2814831
31-12-2017,197.004119,198.8530096
31-01-2018,198.2735046,200.5053232
28-02-2018,200.9879518,202.5262364
31-03-2018,204.1770607,204.4477622
30-04-2018,206.8330677,204.5297761
31-05-2018,209.327847,205.033116
30-06-2018,211.3714679,205.9290251
31-07-2018,211.6933492,206.5120735
31-08-2018,210.7774396,206.6478657
30-09-2018,209.5878976,206.7237876
31-10-2018,208.1445611,206.8996502
30-11-2018,206.8071728,207.3689184
31-12-2018,206.3005147,208.2640728
31-01-2019,206.8720424,209.1562561
28-02-2019,208.166243,209.6103998
31-03-2019,210.049779,210.286823
